cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-surface,stem-color,has-ring,ring-type,habitat,season
22.24,,,,,,,,27.95,18.7,,,,,,
15.83,,,,,,,,18.27,28.5,,,,,,
46.99,,,,,,,,33.92,27.82,,,,,,
47.3,,,,,,,,23.5,10.64,,,,,,
47.66,,,,,,,,28.46,43.28,,,,,,
51.62,,,,,,,,25.44,31.33,,,,,,
49.49,,,,,,,,23.41,14.11,,,,,,
23.63,,,,,,,,18.09,28.57,,,,,,
27.48,,,,,,,,23.6,29.6,,,,,,
48.78,,,,,,,,22.74,28.93,,,,,,
16.41,,,,,,,,20.26,29.31,,,,,,
21.41,,,,,,,,26.38,15.02,,,,,,
46.33,,,,,,,,30.27,30.01,,,,,,
20.26,,,,,,,,14.52,12.93,,,,,,
18.71,,,,,,,,19.06,10.35,,,,,,
21.48,,,,,,,,22.23,52.56,,,,,,
53.77,,,,,,,,30.15,10.85,,,,,,
17.58,,,,,,,,23.23,22.97,,,,,,
24.78,,,,,,,,22.07,16.22,,,,,,
19.64,,,,,,,,21.28,18.26,,,,,,
43.88,,,,,,,,0.74,20.02,,,,,,
17.7,,,,,,,,20.87,15.01,,,,,,
51.31,,,,,,,,17.53,35.56,,,,,,
49.37,,,,,,,,26.75,22.91,,,,,,
51.66,,,,,,,,18.34,13.73,,,,,,
46.66,,,,,,,,20.77,7.79,,,,,,
39.98,,,,,,,,17.18,17.03,,,,,,
20.74,,,,,,,,26.45,48.78,,,,,,
48.79,,,,,,,,19.5,31.89,,,,,,
48.91,,,,,,,,26.78,22.69,,,,,,
21.55,,,,,,,,24.47,33.54,,,,,,
16.43,,,,,,,,26.1,14.99,,,,,,
48.5,,,,,,,,20.96,16.63,,,,,,
23.2,,,,,,,,25.54,26.22,,,,,,
45.54,,,,,,,,33.21,4.35,,,,,,
50.38,,,,,,,,30.4,20.91,,,,,,
25.98,,,,,,,,28.75,25.69,,,,,,
50.57,,,,,,,,20.51,30.06,,,,,,
40.07,,,,,,,,21.66,8.06,,,,,,
20.71,,,,,,,,57.22,1.11,,,,,,
23.61,,,,,,,,21.41,9.4,,,,,,
17.41,,,,,,,,31.8,20.24,,,,,,
21.96,,,,,,,,23.64,19.78,,,,,,
24.4,,,,,,,,21.68,3.83,,,,,,
49.82,,,,,,,,21.85,22.37,,,,,,
54.73,,,,,,,,17.28,28.37,,,,,,
22.53,,,,,,,,19.74,15.6,,,,,,
24.98,,,,,,,,32.03,28.0,,,,,,
17.62,,,,,,,,14.89,23.12,,,,,,
14.34,,,,,,,,31.06,6.79,,,,,,
49.59,,,,,,,,26.16,9.38,,,,,,
42.28,,,,,,,,22.78,22.17,,,,,,
46.58,,,,,,,,24.06,20.54,,,,,,
17.66,,,,,,,,24.08,14.16,,,,,,
18.93,,,,,,,,34.86,16.04,,,,,,
25.02,,,,,,,,27.08,12.32,,,,,,
15.06,,,,,,,,30.16,29.63,,,,,,
49.16,,,,,,,,24.85,34.06,,,,,,
17.47,,,,,,,,25.43,19.52,,,,,,
18.67,,,,,,,,20.24,10.97,,,,,,
45.26,,,,,,,,20.32,19.95,,,,,,
19.93,,,,,,,,18.9,22.15,,,,,,
18.16,,,,,,,,24.62,30.81,,,,,,
50.59,,,,,,,,18.7,29.56,,,,,,
16.33,,,,,,,,22.9,39.13,,,,,,
48.27,,,,,,,,18.91,25.9,,,,,,
52.49,,,,,,,,14.54,5.56,,,,,,
47.17,,,,,,,,28.37,11.11,,,,,,
45.53,,,,,,,,21.07,6.63,,,,,,
51.82,,,,,,,,23.19,8.44,,,,,,
24.56,,,,,,,,20.9,28.44,,,,,,
53.78,,,,,,,,23.18,22.47,,,,,,
19.88,,,,,,,,27.32,4.11,,,,,,
21.62,,,,,,,,21.6,18.19,,,,,,
53.09,,,,,,,,24.53,26.63,,,,,,
55.07,,,,,,,,14.62,35.6,,,,,,
17.88,,,,,,,,29.28,23.78,,,,,,
21.49,,,,,,,,20.13,17.5,,,,,,
17.67,,,,,,,,21.65,16.28,,,,,,
48.86,,,,,,,,28.04,21.76,,,,,,
19.05,,,,,,,,25.91,14.1,,,,,,
13.49,,,,,,,,21.05,23.44,,,,,,
26.73,,,,,,,,31.07,5.4,,,,,,
52.01,,,,,,,,21.96,24.55,,,,,,
20.54,,,,,,,,20.81,31.31,,,,,,
23.76,,,,,,,,29.0,23.5,,,,,,
23.32,,,,,,,,24.16,13.84,,,,,,
27.55,,,,,,,,31.41,24.91,,,,,,
54.98,,,,,,,,28.43,2.13,,,,,,
45.03,,,,,,,,24.66,5.13,,,,,,
11.62,,,,,,,,22.71,30.95,,,,,,
21.17,,,,,,,,20.15,36.25,,,,,,
22.68,,,,,,,,15.62,7.96,,,,,,
57.0,,,,,,,,17.19,6.24,,,,,,
17.93,,,,,,,,19.87,0.65,,,,,,
23.05,,,,,,,,20.63,1.13,,,,,,
17.75,,,,,,,,28.35,7.61,,,,,,
44.93,,,,,,,,21.22,8.93,,,,,,
21.76,,,,,,,,21.49,19.64,,,,,,
45.73,,,,,,,,26.42,15.11,,,,,,
52.32,,,,,,,,18.67,29.52,,,,,,
24.12,,,,,,,,25.64,27.97,,,,,,
21.61,,,,,,,,18.62,29.5,,,,,,
18.37,,,,,,,,25.41,39.6,,,,,,
16.45,,,,,,,,22.89,18.59,,,,,,
49.33,,,,,,,,27.07,9.24,,,,,,
18.07,,,,,,,,14.58,26.91,,,,,,
22.7,,,,,,,,21.91,16.05,,,,,,
24.92,,,,,,,,19.65,47.67,,,,,,
23.08,,,,,,,,23.66,5.42,,,,,,
18.68,,,,,,,,16.09,21.18,,,,,,
53.25,,,,,,,,27.03,22.93,,,,,,
25.89,,,,,,,,14.19,8.17,,,,,,
23.5,,,,,,,,23.81,11.41,,,,,,
46.81,,,,,,,,24.01,29.43,,,,,,
51.68,,,,,,,,17.0,16.59,,,,,,
20.58,,,,,,,,24.39,41.55,,,,,,
58.02,,,,,,,,15.19,18.78,,,,,,
0.46,,,,,,,,27.4,2.06,,,,,,
17.94,,,,,,,,22.35,29.18,,,,,,
46.84,,,,,,,,21.43,10.86,,,,,,
20.24,,,,,,,,19.95,11.1,,,,,,
58.12,,,,,,,,23.92,21.13,,,,,,
53.46,,,,,,,,29.21,32.36,,,,,,
19.06,,,,,,,,15.83,47.07,,,,,,
56.22,,,,,,,,20.55,20.87,,,,,,
29.82,,,,,,,,27.38,31.76,,,,,,
44.65,,,,,,,,25.83,5.21,,,,,,
48.33,,,,,,,,27.55,14.38,,,,,,
50.66,,,,,,,,23.34,22.33,,,,,,
26.43,,,,,,,,25.59,22.1,,,,,,
57.51,,,,,,,,20.22,39.72,,,,,,
17.28,,,,,,,,20.76,19.73,,,,,,
20.35,,,,,,,,27.47,28.2,,,,,,
52.81,,,,,,,,31.38,26.03,,,,,,
20.5,,,,,,,,20.57,20.52,,,,,,
22.15,,,,,,,,33.72,20.85,,,,,,
52.66,,,,,,,,22.37,29.25,,,,,,
20.2,,,,,,,,25.28,3.66,,,,,,
51.11,,,,,,,,20.6,33.31,,,,,,
47.69,,,,,,,,21.73,10.77,,,,,,
49.13,,,,,,,,33.03,27.51,,,,,,
17.38,,,,,,,,27.33,9.87,,,,,,
46.44,,,,,,,,21.0,10.53,,,,,,
20.86,,,,,,,,15.58,21.09,,,,,,
22.72,,,,,,,,46.65,24.98,,,,,,
18.56,,,,,,,,36.33,4.93,,,,,,
23.71,,,,,,,,26.43,27.75,,,,,,
14.31,,,,,,,,17.09,16.06,,,,,,
16.76,,,,,,,,24.38,4.13,,,,,,
52.19,,,,,,,,23.88,14.41,,,,,,
53.24,,,,,,,,26.44,32.67,,,,,,
17.46,,,,,,,,14.17,27.49,,,,,,
53.38,,,,,,,,29.47,13.48,,,,,,
47.71,,,,,,,,26.28,26.64,,,,,,
22.5,,,,,,,,21.7,23.17,,,,,,
14.09,,,,,,,,48.08,22.79,,,,,,
17.92,,,,,,,,29.3,28.55,,,,,,
48.96,,,,,,,,26.62,23.99,,,,,,
42.17,,,,,,,,27.72,38.52,,,,,,
18.15,,,,,,,,49.37,30.89,,,,,,
55.83,,,,,,,,25.98,23.61,,,,,,
19.38,,,,,,,,20.85,18.9,,,,,,
52.22,,,,,,,,21.51,32.46,,,,,,
52.64,,,,,,,,21.02,22.87,,,,,,
23.54,,,,,,,,23.97,14.19,,,,,,
49.34,,,,,,,,24.72,33.28,,,,,,
52.73,,,,,,,,29.09,24.75,,,,,,
23.15,,,,,,,,1.13,28.28,,,,,,
45.55,,,,,,,,22.91,29.45,,,,,,
45.25,,,,,,,,17.06,38.21,,,,,,
22.69,,,,,,,,23.91,32.44,,,,,,
18.99,,,,,,,,25.92,20.33,,,,,,
19.62,,,,,,,,24.23,22.88,,,,,,
48.1,,,,,,,,26.19,20.78,,,,,,
18.0,,,,,,,,22.04,39.15,,,,,,
45.48,,,,,,,,30.32,35.08,,,,,,
17.55,,,,,,,,23.11,47.3,,,,,,
23.6,,,,,,,,22.98,30.73,,,,,,
49.53,,,,,,,,28.06,4.9,,,,,,
52.06,,,,,,,,19.63,24.49,,,,,,
45.39,,,,,,,,27.59,38.48,,,,,,
22.79,,,,,,,,45.43,18.25,,,,,,
48.92,,,,,,,,26.14,41.17,,,,,,
53.48,,,,,,,,23.17,25.26,,,,,,
18.81,,,,,,,,26.85,12.25,,,,,,
47.97,,,,,,,,21.53,17.51,,,,,,
21.27,,,,,,,,22.79,26.7,,,,,,
51.23,,,,,,,,22.75,32.11,,,,,,
20.72,,,,,,,,30.51,19.94,,,,,,
21.63,,,,,,,,23.06,29.61,,,,,,
55.37,,,,,,,,24.12,2.82,,,,,,
22.42,,,,,,,,25.66,42.28,,,,,,
14.52,,,,,,,,31.74,32.61,,,,,,
23.26,,,,,,,,21.74,26.62,,,,,,
24.96,,,,,,,,22.28,27.47,,,,,,
47.67,,,,,,,,16.18,16.21,,,,,,
18.82,,,,,,,,20.67,10.87,,,,,,
55.03,,,,,,,,53.03,19.6,,,,,,
43.08,,,,,,,,28.41,10.5,,,,,,
25.66,,,,,,,,24.82,10.09,,,,,,
46.45,,,,,,,,25.65,8.74,,,,,,
52.05,,,,,,,,14.82,20.34,,,,,,
48.88,,,,,,,,32.85,0.74,,,,,,
44.63,,,,,,,,26.12,25.53,,,,,,
17.87,,,,,,,,26.03,22.44,,,,,,
21.19,,,,,,,,30.22,4.62,,,,,,
43.24,,,,,,,,15.38,24.43,,,,,,
18.11,,,,,,,,25.94,28.27,,,,,,
55.73,,,,,,,,25.56,1.09,,,,,,
20.17,,,,,,,,14.33,23.9,,,,,,
28.34,,,,,,,,29.22,22.59,,,,,,
12.18,,,,,,,,28.18,23.68,,,,,,
15.43,,,,,,,,22.82,18.95,,,,,,
47.36,,,,,,,,26.74,21.94,,,,,,
54.09,,,,,,,,25.12,4.26,,,,,,
53.01,,,,,,,,25.96,1.7,,,,,,
18.41,,,,,,,,25.57,29.4,,,,,,
19.7,,,,,,,,31.22,33.22,,,,,,
46.68,,,,,,,,22.88,26.16,,,,,,
52.53,,,,,,,,20.25,25.95,,,,,,
15.68,,,,,,,,22.27,15.12,,,,,,
17.45,,,,,,,,29.52,21.57,,,,,,
26.58,,,,,,,,30.07,13.83,,,,,,
45.59,,,,,,,,28.21,22.25,,,,,,
23.74,,,,,,,,21.38,7.49,,,,,,
53.56,,,,,,,,24.68,10.45,,,,,,
54.99,,,,,,,,21.5,8.53,,,,,,
55.4,,,,,,,,27.21,36.42,,,,,,
18.83,,,,,,,,29.19,15.52,,,,,,
20.36,,,,,,,,29.91,39.65,,,,,,
16.92,,,,,,,,28.17,1.78,,,,,,
47.65,,,,,,,,19.39,7.19,,,,,,
52.86,,,,,,,,21.33,21.23,,,,,,
48.4,,,,,,,,1.18,13.67,,,,,,
26.9,,,,,,,,23.57,15.38,,,,,,
17.18,,,,,,,,19.85,26.45,,,,,,
48.81,,,,,,,,19.89,1.88,,,,,,
50.58,,,,,,,,33.55,2.17,,,,,,
50.87,,,,,,,,29.18,31.21,,,,,,
21.4,,,,,,,,18.94,29.26,,,,,,
21.65,,,,,,,,25.9,1.9,,,,,,
20.85,,,,,,,,43.68,27.65,,,,,,
21.07,,,,,,,,25.76,32.66,,,,,,
19.46,,,,,,,,25.42,23.87,,,,,,
26.89,,,,,,,,22.47,24.19,,,,,,
45.43,,,,,,,,28.27,31.56,,,,,,
0.41,,,,,,,,21.77,33.25,,,,,,
45.92,,,,,,,,0.91,22.28,,,,,,
48.7,,,,,,,,24.77,26.61,,,,,,
51.01,,,,,,,,19.47,16.71,,,,,,
18.2,,,,,,,,21.04,18.57,,,,,,
54.81,,,,,,,,25.75,33.44,,,,,,
43.7,,,,,,,,29.16,34.37,,,,,,
52.78,,,,,,,,21.24,24.09,,,,,,
45.93,,,,,,,,19.2,28.9,,,,,,
18.47,,,,,,,,25.55,30.63,,,,,,
18.09,,,,,,,,29.4,41.68,,,,,,
51.16,,,,,,,,24.07,33.4,,,,,,
58.37,,,,,,,,32.23,4.73,,,,,,
22.16,,,,,,,,23.56,21.48,,,,,,
52.25,,,,,,,,25.0,21.96,,,,,,
20.92,,,,,,,,27.63,42.65,,,,,,
51.81,,,,,,,,27.74,8.96,,,,,,
21.86,,,,,,,,21.42,11.45,,,,,,
45.84,,,,,,,,88.72,24.33,,,,,,
49.61,,,,,,,,32.36,20.59,,,,,,
46.43,,,,,,,,20.17,13.88,,,,,,
23.56,,,,,,,,1.08,29.29,,,,,,
52.72,,,,,,,,27.43,32.57,,,,,,
44.43,,,,,,,,27.85,27.6,,,,,,
52.16,,,,,,,,26.23,10.54,,,,,,
31.66,,,,,,,,31.82,31.34,,,,,,
51.83,,,,,,,,28.54,10.4,,,,,,
50.92,,,,,,,,20.34,20.18,,,,,,
22.64,,,,,,,,30.12,32.64,,,,,,
21.93,,,,,,,,26.26,18.42,,,,,,
17.01,,,,,,,,29.32,23.32,,,,,,
18.72,,,,,,,,23.01,27.22,,,,,,
48.85,,,,,,,,22.57,33.02,,,,,,
51.92,,,,,,,,24.81,48.29,,,,,,
22.52,,,,,,,,16.43,27.09,,,,,,
20.37,,,,,,,,27.52,32.51,,,,,,
13.73,,,,,,,,24.37,18.91,,,,,,
22.35,,,,,,,,27.46,24.46,,,,,,
53.63,,,,,,,,26.17,33.89,,,,,,
21.43,,,,,,,,34.91,11.4,,,,,,
22.9,,,,,,,,26.7,18.66,,,,,,
49.88,,,,,,,,44.85,29.19,,,,,,
16.68,,,,,,,,27.5,15.47,,,,,,
54.12,,,,,,,,23.03,21.6,,,,,,
54.84,,,,,,,,19.4,26.65,,,,,,
51.07,,,,,,,,24.09,18.15,,,,,,
16.52,,,,,,,,25.97,22.85,,,,,,
44.68,,,,,,,,25.73,24.95,,,,,,
44.13,,,,,,,,16.69,3.27,,,,,,
48.34,,,,,,,,25.36,29.13,,,,,,
17.78,,,,,,,,27.19,31.69,,,,,,
51.78,,,,,,,,27.44,11.75,,,,,,
28.6,,,,,,,,27.35,15.79,,,,,,
46.42,,,,,,,,22.93,34.1,,,,,,
44.32,,,,,,,,30.28,29.62,,,,,,
18.88,,,,,,,,1.11,15.25,,,,,,
19.09,,,,,,,,12.93,27.44,,,,,,
17.33,,,,,,,,19.42,4.32,,,,,,
23.52,,,,,,,,31.16,21.29,,,,,,
42.19,,,,,,,,30.52,3.92,,,,,,
26.74,,,,,,,,27.87,11.0,,,,,,
50.67,,,,,,,,25.89,22.9,,,,,,
54.96,,,,,,,,25.51,26.99,,,,,,
51.51,,,,,,,,26.04,21.83,,,,,,
22.17,,,,,,,,28.38,22.32,,,,,,
44.4,,,,,,,,25.4,21.88,,,,,,
17.44,,,,,,,,24.25,22.11,,,,,,
46.11,,,,,,,,30.42,55.62,,,,,,
50.63,,,,,,,,28.08,35.75,,,,,,
26.96,,,,,,,,31.3,34.31,,,,,,
22.47,,,,,,,,23.77,28.72,,,,,,
49.17,,,,,,,,25.52,9.61,,,,,,
49.32,,,,,,,,28.44,30.71,,,,,,
53.18,,,,,,,,18.53,31.5,,,,,,
49.27,,,,,,,,22.15,9.8,,,,,,
44.03,,,,,,,,27.24,25.73,,,,,,
55.59,,,,,,,,23.86,19.47,,,,,,
55.89,,,,,,,,20.45,21.82,,,,,,
50.49,,,,,,,,24.91,29.86,,,,,,
48.64,,,,,,,,50.27,2.85,,,,,,
54.93,,,,,,,,20.89,19.93,,,,,,
55.62,,,,,,,,29.29,22.46,,,,,,
55.41,,,,,,,,23.07,18.47,,,,,,
53.59,,,,,,,,26.6,28.43,,,,,,
44.99,,,,,,,,25.8,8.94,,,,,,
49.84,,,,,,,,25.61,17.84,,,,,,
51.33,,,,,,,,29.48,14.15,,,,,,
54.42,,,,,,,,27.84,9.25,,,,,,
54.74,,,,,,,,28.24,21.62,,,,,,
42.08,,,,,,,,20.12,35.64,,,,,,
52.92,,,,,,,,29.44,31.1,,,,,,
23.44,,,,,,,,23.42,33.53,,,,,,
45.13,,,,,,,,26.37,5.58,,,,,,
18.75,,,,,,,,29.15,22.72,,,,,,
18.73,,,,,,,,27.69,10.62,,,,,,
19.83,,,,,,,,23.05,35.62,,,,,,
53.99,,,,,,,,27.97,8.66,,,,,,
23.28,,,,,,,,28.34,14.6,,,,,,
16.28,,,,,,,,20.95,5.11,,,,,,
52.1,,,,,,,,20.33,34.27,,,,,,
22.65,,,,,,,,21.75,77.78,,,,,,
23.42,,,,,,,,25.6,29.44,,,,,,
47.62,,,,,,,,26.2,10.6,,,,,,
46.96,,,,,,,,25.5,23.41,,,,,,
22.43,,,,,,,,26.83,39.05,,,,,,
20.1,,,,,,,,18.59,37.43,,,,,,
55.34,,,,,,,,21.09,25.33,,,,,,
46.3,,,,,,,,24.69,21.93,,,,,,
53.11,,,,,,,,26.55,35.83,,,,,,
22.82,,,,,,,,31.25,3.02,,,,,,
56.14,,,,,,,,20.36,36.13,,,,,,
48.47,,,,,,,,27.14,20.72,,,,,,
21.79,,,,,,,,19.1,35.85,,,,,,
53.32,,,,,,,,30.82,26.38,,,,,,
20.14,,,,,,,,21.21,17.36,,,,,,
29.55,,,,,,,,24.67,25.01,,,,,,
21.53,,,,,,,,25.7,12.17,,,,,,
18.45,,,,,,,,29.42,25.03,,,,,,
53.49,,,,,,,,26.15,23.48,,,,,,
52.68,,,,,,,,23.15,52.57,,,,,,
50.45,,,,,,,,20.91,29.0,,,,,,
20.7,,,,,,,,21.81,24.89,,,,,,
48.71,,,,,,,,24.13,0.85,,,,,,
52.91,,,,,,,,27.28,35.18,,,,,,
21.14,,,,,,,,38.25,4.07,,,,,,
55.09,,,,,,,,23.47,26.75,,,,,,
43.96,,,,,,,,32.13,33.63,,,,,,
51.69,,,,,,,,32.93,15.74,,,,,,
26.59,,,,,,,,27.41,20.98,,,,,,
50.13,,,,,,,,29.84,17.09,,,,,,
29.98,,,,,,,,27.88,15.51,,,,,,
51.77,,,,,,,,21.87,20.96,,,,,,
20.38,,,,,,,,24.32,22.16,,,,,,
24.97,,,,,,,,26.31,20.46,,,,,,
44.89,,,,,,,,29.94,25.55,,,,,,
22.54,,,,,,,,48.03,3.76,,,,,,
19.3,,,,,,,,22.29,19.48,,,,,,
49.39,,,,,,,,30.05,11.07,,,,,,
54.05,,,,,,,,25.63,21.03,,,,,,
49.03,,,,,,,,24.95,15.95,,,,,,
53.81,,,,,,,,29.13,16.57,,,,,,
23.91,,,,,,,,24.24,29.77,,,,,,
21.37,,,,,,,,27.91,39.21,,,,,,
54.27,,,,,,,,25.48,4.55,,,,,,
55.2,,,,,,,,19.67,15.19,,,,,,
52.85,,,,,,,,24.04,20.37,,,,,,
55.72,,,,,,,,27.42,9.31,,,,,,
51.02,,,,,,,,25.11,23.2,,,,,,
53.17,,,,,,,,28.0,23.67,,,,,,
47.16,,,,,,,,29.97,24.78,,,,,,
49.41,,,,,,,,25.85,36.37,,,,,,
23.72,,,,,,,,27.56,19.81,,,,,,
22.95,,,,,,,,29.46,20.36,,,,,,
18.92,,,,,,,,21.14,43.82,,,,,,
21.46,,,,,,,,28.05,35.94,,,,,,
15.7,,,,,,,,17.43,31.86,,,,,,
52.69,,,,,,,,30.98,1.3,,,,,,
24.36,,,,,,,,0.97,33.64,,,,,,
52.93,,,,,,,,19.91,9.35,,,,,,
48.08,,,,,,,,25.05,24.31,,,,,,
54.78,,,,,,,,49.11,8.49,,,,,,
20.27,,,,,,,,1.03,1.8,,,,,,
16.87,,,,,,,,19.56,30.55,,,,,,
48.36,,,,,,,,22.77,21.75,,,,,,
21.85,,,,,,,,18.68,24.65,,,,,,
46.4,,,,,,,,28.22,33.41,,,,,,
21.6,,,,,,,,26.52,7.31,,,,,,
0.44,,,,,,,,23.25,15.5,,,,,,
54.35,,,,,,,,24.89,43.67,,,,,,
20.75,,,,,,,,29.25,3.81,,,,,,
20.39,,,,,,,,24.83,22.12,,,,,,
0.49,,,,,,,,19.97,44.65,,,,,,
25.51,,,,,,,,19.09,24.29,,,,,,
40.3,,,,,,,,25.72,27.63,,,,,,
45.72,,,,,,,,23.48,23.4,,,,,,
24.73,,,,,,,,20.21,18.84,,,,,,
48.0,,,,,,,,24.42,23.94,,,,,,
24.65,,,,,,,,30.48,37.8,,,,,,
21.18,,,,,,,,25.67,11.03,,,,,,
25.38,,,,,,,,31.29,10.88,,,,,,
54.4,,,,,,,,26.06,25.24,,,,,,
22.11,,,,,,,,25.84,25.39,,,,,,
23.34,,,,,,,,18.72,25.67,,,,,,
15.38,,,,,,,,30.72,30.64,,,,,,
45.86,,,,,,,,20.35,22.82,,,,,,
25.65,,,,,,,,22.63,15.26,,,,,,
26.41,,,,,,,,27.12,27.89,,,,,,
19.07,,,,,,,,21.52,29.09,,,,,,
57.11,,,,,,,,21.92,14.24,,,,,,
53.42,,,,,,,,43.12,22.31,,,,,,
45.51,,,,,,,,28.02,39.01,,,,,,
49.62,,,,,,,,25.77,8.78,,,,,,
17.71,,,,,,,,53.82,5.68,,,,,,
21.58,,,,,,,,32.47,26.04,,,,,,
48.52,,,,,,,,22.95,15.91,,,,,,
19.57,,,,,,,,22.92,28.13,,,,,,
17.82,,,,,,,,27.75,31.36,,,,,,
19.78,,,,,,,,28.07,18.88,,,,,,
48.68,,,,,,,,27.45,0.69,,,,,,
18.35,,,,,,,,33.78,28.65,,,,,,
24.52,,,,,,,,24.79,14.78,,,,,,
55.29,,,,,,,,47.09,20.68,,,,,,
21.22,,,,,,,,20.94,14.31,,,,,,
52.4,,,,,,,,31.48,0.86,,,,,,
52.94,,,,,,,,39.85,43.92,,,,,,
22.46,,,,,,,,20.5,20.94,,,,,,
47.93,,,,,,,,24.97,13.74,,,,,,
21.94,,,,,,,,24.15,21.46,,,,,,
20.57,,,,,,,,30.46,24.3,,,,,,
21.01,,,,,,,,23.58,34.29,,,,,,
19.76,,,,,,,,30.17,31.55,,,,,,
24.72,,,,,,,,27.82,25.18,,,,,,
22.4,,,,,,,,24.87,22.83,,,,,,
51.9,,,,,,,,30.25,24.04,,,,,,
47.33,,,,,,,,27.57,28.33,,,,,,
19.03,,,,,,,,24.11,20.9,,,,,,
22.8,,,,,,,,51.41,3.88,,,,,,
47.81,,,,,,,,46.38,33.51,,,,,,
50.32,,,,,,,,28.23,17.37,,,,,,
18.21,,,,,,,,22.94,11.65,,,,,,
55.82,,,,,,,,25.87,25.41,,,,,,
50.28,,,,,,,,47.69,35.23,,,,,,
44.82,,,,,,,,48.21,24.73,,,,,,
54.29,,,,,,,,22.85,46.9,,,,,,
19.45,,,,,,,,21.69,21.41,,,,,,
50.91,,,,,,,,28.5,9.91,,,,,,
52.04,,,,,,,,24.86,21.25,,,,,,
25.01,,,,,,,,21.94,25.91,,,,,,
20.87,,,,,,,,33.36,38.95,,,,,,
21.24,,,,,,,,0.77,36.35,,,,,,
52.77,,,,,,,,26.24,28.4,,,,,,
54.86,,,,,,,,33.51,27.52,,,,,,
49.55,,,,,,,,22.66,45.39,,,,,,
21.92,,,,,,,,42.16,14.87,,,,,,
47.4,,,,,,,,16.54,37.17,,,,,,
25.82,,,,,,,,26.34,19.13,,,,,,
22.23,,,,,,,,30.36,25.48,,,,,,
43.42,,,,,,,,26.32,11.17,,,,,,
49.48,,,,,,,,29.31,4.15,,,,,,
44.69,,,,,,,,23.79,19.18,,,,,,
48.89,,,,,,,,19.75,21.05,,,,,,
45.61,,,,,,,,21.93,24.06,,,,,,
45.01,,,,,,,,31.69,7.53,,,,,,
52.03,,,,,,,,27.29,24.38,,,,,,
47.51,,,,,,,,25.03,34.42,,,,,,
49.12,,,,,,,,27.61,27.06,,,,,,
49.78,,,,,,,,36.5,36.55,,,,,,
47.56,,,,,,,,29.59,16.11,,,,,,
54.0,,,,,,,,34.61,3.71,,,,,,
49.58,,,,,,,,0.98,9.14,,,,,,
52.82,,,,,,,,44.43,19.57,,,,,,
45.76,,,,,,,,25.71,4.69,,,,,,
45.63,,,,,,,,30.26,23.06,,,,,,
41.91,,,,,,,,23.13,11.46,,,,,,
52.39,,,,,,,,19.53,20.26,,,,,,
53.07,,,,,,,,32.42,27.56,,,,,,
24.68,,,,,,,,34.05,31.25,,,,,,
57.58,,,,,,,,29.95,46.45,,,,,,
22.96,,,,,,,,34.35,26.51,,,,,,
47.08,,,,,,,,31.51,26.98,,,,,,
25.61,,,,,,,,25.45,19.22,,,,,,
45.91,,,,,,,,29.24,42.74,,,,,,
51.61,,,,,,,,25.86,29.12,,,,,,
21.75,,,,,,,,26.05,33.43,,,,,,
22.37,,,,,,,,19.93,9.47,,,,,,
23.51,,,,,,,,20.71,27.18,,,,,,
21.3,,,,,,,,28.58,2.98,,,,,,
48.44,,,,,,,,28.82,28.91,,,,,,
54.03,,,,,,,,28.33,34.69,,,,,,
57.34,,,,,,,,53.87,3.04,,,,,,
26.72,,,,,,,,24.26,11.69,,,,,,
20.69,,,,,,,,30.58,16.24,,,,,,
48.99,,,,,,,,31.33,36.1,,,,,,
12.93,,,,,,,,23.94,7.84,,,,,,
49.72,,,,,,,,29.17,24.03,,,,,,
26.12,,,,,,,,28.15,19.06,,,,,,
22.12,,,,,,,,22.48,15.99,,,,,,
24.32,,,,,,,,20.37,4.22,,,,,,
20.06,,,,,,,,48.34,34.46,,,,,,
44.76,,,,,,,,28.12,21.58,,,,,,
17.73,,,,,,,,28.26,28.45,,,,,,
46.59,,,,,,,,27.11,31.57,,,,,,
54.37,,,,,,,,28.63,29.49,,,,,,
58.39,,,,,,,,30.34,9.18,,,,,,
48.59,,,,,,,,46.02,43.64,,,,,,
49.77,,,,,,,,27.06,8.84,,,,,,
22.92,,,,,,,,21.56,21.3,,,,,,
43.33,,,,,,,,27.54,9.01,,,,,,
21.78,,,,,,,,23.96,18.68,,,,,,
57.35,,,,,,,,26.58,24.37,,,,,,
52.24,,,,,,,,46.04,7.8,,,,,,
18.7,,,,,,,,22.42,28.51,,,,,,
23.36,,,,,,,,20.86,21.53,,,,,,
46.13,,,,,,,,48.3,19.51,,,,,,
23.65,,,,,,,,22.72,23.18,,,,,,
25.12,,,,,,,,23.2,7.64,,,,,,
49.21,,,,,,,,22.96,22.03,,,,,,
13.83,,,,,,,,28.14,19.32,,,,,,
24.41,,,,,,,,1.01,4.34,,,,,,
46.18,,,,,,,,46.72,27.55,,,,,,
24.7,,,,,,,,26.39,26.94,,,,,,
51.21,,,,,,,,33.31,27.54,,,,,,
54.16,,,,,,,,53.93,11.76,,,,,,
23.55,,,,,,,,26.36,39.08,,,,,,
20.34,,,,,,,,20.93,13.68,,,,,,
52.43,,,,,,,,30.21,23.29,,,,,,
50.52,,,,,,,,25.06,17.88,,,,,,
50.81,,,,,,,,30.95,11.38,,,,,,
54.87,,,,,,,,23.4,6.5,,,,,,
